dataset_id,pose_bin,selection_rank,source_filename,record_id,yaw,pitch,roll,canonical_yaw,selection_role
person_01,right_mid,1,frame_000305.jpg,frame_000305,31.046,-1.862,3.011,32.5,canonical_reference
person_01,right_mid,2,frame_000307.jpg,frame_000307,36.592,-2.227,3.028,32.5,pose_variation_1
person_01,right_mid,3,frame_000306.jpg,frame_000306,34.237,-1.982,2.937,32.5,pose_variation_2
person_01,right_deep,1,frame_000310.jpg,frame_000310,45.83,-2.414,3.974,45.0,canonical_reference
person_01,right_deep,2,frame_000308.jpg,frame_000308,41.356,-2.405,3.514,45.0,pose_variation_1
person_01,right_deep,3,frame_000309.jpg,frame_000309,43.53,-2.31,3.83,45.0,pose_variation_2
person_01,right_profile,1,frame_000330.jpg,frame_000330,69.479,-1.261,4.843,70.0,canonical_reference
person_01,right_profile,2,frame_000312.jpg,frame_000312,50.439,-2.562,4.085,70.0,pose_variation_1
person_01,right_profile,3,frame_000336.jpg,frame_000336,72.976,4.223,9.556,70.0,pose_variation_2
person_02,left_profile,1,frame_000292.jpg,frame_000292,-59.686,-8.351,10.234,-70.0,canonical_reference
person_02,left_profile,2,frame_000273.jpg,frame_000273,-50.643,-3.575,3.828,-70.0,pose_variation_1
person_02,left_profile,3,frame_000301.jpg,frame_000301,-63.233,-11.753,13.416,-70.0,pose_variation_2
person_02,left_deep,1,frame_000264.jpg,frame_000264,-44.315,-3.852,3.122,-45.0,canonical_reference
person_02,left_deep,2,frame_000271.jpg,frame_000271,-48.917,-4.113,4.097,-45.0,pose_variation_1
person_02,left_deep,3,frame_000261.jpg,frame_000261,-41.356,-3.416,3.076,-45.0,pose_variation_2
person_02,left_mid,1,frame_000253.jpg,frame_000253,-32.351,-2.856,2.64,-32.5,canonical_reference
person_02,left_mid,2,frame_000260.jpg,frame_000260,-39.705,-3.496,2.986,-32.5,pose_variation_1
person_02,left_mid,3,frame_000247.jpg,frame_000247,-26.134,-1.182,2.09,-32.5,pose_variation_2
person_02,left_light,1,frame_000240.jpg,frame_000240,-16.891,-0.385,2.367,-17.5,canonical_reference
person_02,left_light,2,frame_000246.jpg,frame_000246,-24.674,-1.143,2.069,-17.5,pose_variation_1
person_02,left_light,3,frame_000236.jpg,frame_000236,-11.183,-1.719,3.487,-17.5,pose_variation_2
person_02,frontal,1,frame_000223.jpg,frame_000223,0.012,-0.329,3.272,0.0,canonical_reference
person_02,frontal,2,frame_000235.jpg,frame_000235,-9.78,-1.18,3.105,0.0,pose_variation_1
person_02,frontal,3,frame_000211.jpg,frame_000211,9.842,-0.521,3.247,0.0,pose_variation_2
person_02,right_light,1,frame_000202.jpg,frame_000202,17.194,-1.152,2.419,17.5,canonical_reference
person_02,right_light,2,frame_000190.jpg,frame_000190,24.669,-2.018,1.843,17.5,pose_variation_1
person_02,right_light,3,frame_000210.jpg,frame_000210,11.121,-1.042,3.366,17.5,pose_variation_2
person_02,right_mid,1,frame_000183.jpg,frame_000183,32.154,-1.885,1.984,32.5,canonical_reference
person_02,right_mid,2,frame_000176.jpg,frame_000176,38.782,-2.179,1.934,32.5,pose_variation_1
person_02,right_mid,3,frame_000189.jpg,frame_000189,25.482,-1.746,1.586,32.5,pose_variation_2
person_02,right_deep,1,frame_000170.jpg,frame_000170,45.24,-1.531,2.507,45.0,canonical_reference
person_02,right_deep,2,frame_000175.jpg,frame_000175,40.123,-1.738,2.252,45.0,pose_variation_1
person_02,right_deep,3,frame_000165.jpg,frame_000165,49.736,-0.933,3.103,45.0,pose_variation_2
person_02,right_profile,1,frame_000132.jpg,frame_000132,70.264,-4.027,-1.284,70.0,canonical_reference
person_02,right_profile,2,frame_000164.jpg,frame_000164,50.208,-0.517,3.249,70.0,pose_variation_1
person_02,right_profile,3,frame_000113.jpg,frame_000113,81.86,-8.677,-9.727,70.0,pose_variation_2
person_03,left_profile,1,frame_000145.jpg,frame_000145,-69.082,8.278,-5.149,-70.0,canonical_reference
person_03,left_profile,2,frame_000122.jpg,frame_000122,-50.636,1.601,-5.092,-70.0,pose_variation_1
person_03,left_profile,3,frame_000139.jpg,frame_000139,-66.62,11.273,-11.499,-70.0,pose_variation_2
person_03,left_deep,1,frame_000119.jpg,frame_000119,-41.847,1.643,-4.176,-45.0,canonical_reference
person_03,left_deep,2,frame_000121.jpg,frame_000121,-49.165,1.796,-5.154,-45.0,pose_variation_1
person_03,left_deep,3,frame_000120.jpg,frame_000120,-46.774,2.391,-5.673,-45.0,pose_variation_2
person_03,left_mid,1,frame_000116.jpg,frame_000116,-30.223,2.658,-3.579,-32.5,canonical_reference
person_03,left_mid,2,frame_000118.jpg,frame_000118,-38.303,1.975,-4.282,-32.5,pose_variation_1
person_03,left_mid,3,frame_000117.jpg,frame_000117,-34.701,2.681,-4.173,-32.5,pose_variation_2
person_03,left_light,1,frame_000111.jpg,frame_000111,-17.706,0.097,-0.584,-17.5,canonical_reference
person_03,left_light,2,frame_000114.jpg,frame_000114,-23.986,2.789,-2.514,-17.5,pose_variation_1
person_03,left_light,3,frame_000107.jpg,frame_000107,-10.424,-0.957,-0.056,-17.5,pose_variation_2
person_03,frontal,1,frame_000101.jpg,frame_000101,-0.526,0.327,-0.455,0.0,canonical_reference
person_03,frontal,2,frame_000093.jpg,frame_000093,8.461,-0.755,0.16,0.0,pose_variation_1
person_03,frontal,3,frame_000106.jpg,frame_000106,-8.715,-0.616,0.011,0.0,pose_variation_2
person_03,right_light,1,frame_000087.jpg,frame_000087,17.94,-3.675,-0.639,17.5,canonical_reference
person_03,right_light,2,frame_000092.jpg,frame_000092,10.009,-0.788,0.243,17.5,pose_variation_1
person_03,right_light,3,frame_000084.jpg,frame_000084,24.744,-4.95,-2.363,17.5,pose_variation_2
person_03,right_mid,1,frame_000082.jpg,frame_000082,31.66,-5.1,-2.836,32.5,canonical_reference
person_03,right_mid,2,frame_000080.jpg,frame_000080,38.68,-5.282,-2.503,32.5,pose_variation_1
person_03,right_mid,3,frame_000081.jpg,frame_000081,34.708,-4.577,-2.23,32.5,pose_variation_2
person_03,right_deep,1,frame_000079.jpg,frame_000079,43.498,-6.149,-2.97,45.0,canonical_reference
person_03,right_deep,2,frame_000078.jpg,frame_000078,47.23,-8.864,-4.179,45.0,pose_variation_1
person_03,right_profile,1,frame_000063.jpg,frame_000063,72.32,-1.973,0.621,70.0,canonical_reference
person_03,right_profile,2,frame_000077.jpg,frame_000077,51.177,-9.015,-4.393,70.0,pose_variation_1
person_03,right_profile,3,frame_000070.jpg,frame_000070,65.968,-7.705,-4.357,70.0,pose_variation_2
person_04,left_profile,1,frame_000228.jpg,frame_000228,-61.901,-7.363,3.989,-70.0,canonical_reference
person_04,left_profile,2,frame_000201.jpg,frame_000201,-50.763,-7.71,4.023,-70.0,pose_variation_1
person_04,left_profile,3,frame_000210.jpg,frame_000210,-56.247,-6.51,3.069,-70.0,pose_variation_2
person_04,left_deep,1,frame_000198.jpg,frame_000198,-45.096,-8.295,4.582,-45.0,canonical_reference
person_04,left_deep,2,frame_000200.jpg,frame_000200,-48.915,-7.559,4.074,-45.0,pose_variation_1
person_04,left_deep,3,frame_000196.jpg,frame_000196,-41.459,-7.971,4.781,-45.0,pose_variation_2
person_04,left_mid,1,frame_000190.jpg,frame_000190,-31.851,-5.011,4.42,-32.5,canonical_reference
person_04,left_mid,2,frame_000195.jpg,frame_000195,-39.594,-7.754,5.024,-32.5,pose_variation_1
person_04,left_mid,3,frame_000187.jpg,frame_000187,-26.543,-3.588,3.883,-32.5,pose_variation_2
person_04,left_light,1,frame_000181.jpg,frame_000181,-16.742,-1.582,2.626,-17.5,canonical_reference
person_04,left_light,2,frame_000186.jpg,frame_000186,-24.88,-2.92,3.493,-17.5,pose_variation_1
person_04,left_light,3,frame_000178.jpg,frame_000178,-11.29,-1.43,2.436,-17.5,pose_variation_2
person_04,frontal,1,frame_000164.jpg,frame_000164,0.104,0.005,2.82,0.0,canonical_reference
person_04,frontal,2,frame_000138.jpg,frame_000138,9.653,-0.456,3.675,0.0,pose_variation_1
person_04,frontal,3,frame_000177.jpg,frame_000177,-9.347,-0.047,2.24,0.0,pose_variation_2
person_04,right_light,1,frame_000130.jpg,frame_000130,17.998,-0.061,3.314,17.5,canonical_reference
person_04,right_light,2,frame_000137.jpg,frame_000137,10.294,0.036,3.739,17.5,pose_variation_1
person_04,right_light,3,frame_000126.jpg,frame_000126,24.167,-1.308,2.775,17.5,pose_variation_2
person_04,right_mid,1,frame_000121.jpg,frame_000121,33.077,-2.087,2.009,32.5,canonical_reference
person_04,right_mid,2,frame_000125.jpg,frame_000125,26.005,-1.675,2.737,32.5,pose_variation_1
person_04,right_mid,3,frame_000117.jpg,frame_000117,38.72,-2.001,1.853,32.5,pose_variation_2
person_04,right_deep,1,frame_000113.jpg,frame_000113,44.695,-2.256,1.924,45.0,canonical_reference
person_04,right_deep,2,frame_000109.jpg,frame_000109,49.04,-2.652,1.858,45.0,pose_variation_1
person_04,right_deep,3,frame_000116.jpg,frame_000116,40.041,-1.927,1.941,45.0,pose_variation_2
person_04,right_profile,1,frame_000100.jpg,frame_000100,58.116,0.678,4.798,70.0,canonical_reference
person_04,right_profile,2,frame_000108.jpg,frame_000108,50.731,-0.902,3.063,70.0,pose_variation_1
person_04,right_profile,3,frame_000105.jpg,frame_000105,55.171,3.717,6.728,70.0,pose_variation_2
person_05,left_profile,1,frame_000302.jpg,frame_000302,-52.548,-2.369,2.562,-70.0,canonical_reference
person_05,left_profile,2,frame_000304.jpg,frame_000304,-50.18,-3.797,3.675,-70.0,pose_variation_1
person_05,left_profile,3,frame_000303.jpg,frame_000303,-51.782,-2.997,3.105,-70.0,pose_variation_2
person_05,left_deep,1,frame_000307.jpg,frame_000307,-44.715,-4.915,4.814,-45.0,canonical_reference
person_05,left_deep,2,frame_000311.jpg,frame_000311,-40.425,-5.422,5.251,-45.0,pose_variation_1
person_05,left_deep,3,frame_000305.jpg,frame_000305,-48.095,-4.275,4.154,-45.0,pose_variation_2
person_05,left_mid,1,frame_000314.jpg,frame_000314,-33.101,-5.549,5.414,-32.5,canonical_reference
person_05,left_mid,2,frame_000317.jpg,frame_000317,-25.229,-5.305,4.894,-32.5,pose_variation_1
person_05,left_mid,3,frame_000312.jpg,frame_000312,-38.3,-6.054,5.509,-32.5,pose_variation_2
person_05,left_light,1,frame_000321.jpg,frame_000321,-17.836,-6.264,5.257,-17.5,canonical_reference
person_05,left_light,2,frame_000326.jpg,frame_000326,-10.46,-5.171,4.629,-17.5,pose_variation_1
person_05,left_light,3,frame_000318.jpg,frame_000318,-22.865,-5.79,4.966,-17.5,pose_variation_2
person_05,frontal,1,frame_000340.jpg,frame_000340,0.377,-2.761,3.266,0.0,canonical_reference
person_05,frontal,2,frame_000327.jpg,frame_000327,-9.376,-4.925,4.396,0.0,pose_variation_1
person_05,frontal,3,frame_000344.jpg,frame_000344,8.503,-1.494,3.558,0.0,pose_variation_2
person_05,right_light,1,frame_000348.jpg,frame_000348,18.534,-0.818,3.077,17.5,canonical_reference
person_05,right_light,2,frame_000345.jpg,frame_000345,11.311,-1.15,3.283,17.5,pose_variation_1
person_05,right_light,3,frame_000350.jpg,frame_000350,23.998,-0.2,2.737,17.5,pose_variation_2
person_05,right_mid,1,frame_000353.jpg,frame_000353,31.697,0.486,2.439,32.5,canonical_reference
person_05,right_mid,2,frame_000358.jpg,frame_000358,39.803,1.239,3.296,32.5,pose_variation_1
person_05,right_mid,3,frame_000351.jpg,frame_000351,27.431,-0.715,2.394,32.5,pose_variation_2
person_05,right_deep,1,frame_000362.jpg,frame_000362,44.509,1.885,3.631,45.0,canonical_reference
person_05,right_deep,2,frame_000369.jpg,frame_000369,49.791,1.512,3.636,45.0,pose_variation_1
person_05,right_deep,3,frame_000359.jpg,frame_000359,40.822,1.192,3.182,45.0,pose_variation_2
person_05,right_profile,1,frame_000387.jpg,frame_000387,56.754,2.016,3.54,70.0,canonical_reference
person_05,right_profile,2,frame_000370.jpg,frame_000370,50.291,1.879,3.798,70.0,pose_variation_1
person_05,right_profile,3,frame_000392.jpg,frame_000392,58.057,3.566,4.149,70.0,pose_variation_2
person_06,left_profile,1,frame_0001.jpg,frame_0001,-64.17,-9.49,6.082,-70.0,canonical_reference
person_06,left_profile,2,frame_0021.jpg,frame_0021,-53.134,-1.755,0.209,-70.0,pose_variation_1
person_06,left_profile,3,frame_0009.jpg,frame_0009,-60.778,-11.759,9.401,-70.0,pose_variation_2
person_06,left_deep,1,frame_0029.jpg,frame_0029,-46.297,-6.324,4.486,-45.0,canonical_reference
person_06,left_deep,2,frame_0035.jpg,frame_0035,-41.801,-5.985,4.923,-45.0,pose_variation_1
person_06,left_deep,3,frame_0026.jpg,frame_0026,-48.886,-4.351,2.915,-45.0,pose_variation_2
person_06,left_mid,1,frame_0044.jpg,frame_0044,-32.324,-5.85,6.101,-32.5,canonical_reference
person_06,left_mid,2,frame_0050.jpg,frame_0050,-25.202,-3.755,5.478,-32.5,pose_variation_1
person_06,left_mid,3,frame_0036.jpg,frame_0036,-39.764,-5.667,5.406,-32.5,pose_variation_2
person_06,left_light,1,frame_0059.jpg,frame_0059,-17.611,-2.404,4.899,-17.5,canonical_reference
person_06,left_light,2,frame_0067.jpg,frame_0067,-10.286,-3.229,5.145,-17.5,pose_variation_1
person_06,left_light,3,frame_0051.jpg,frame_0051,-23.963,-3.504,5.183,-17.5,pose_variation_2
person_06,frontal,1,frame_0081.jpg,frame_0081,0.173,-1.603,5.508,0.0,canonical_reference
person_06,frontal,2,frame_0068.jpg,frame_0068,-9.489,-3.459,5.453,0.0,pose_variation_1
person_06,frontal,3,frame_0094.jpg,frame_0094,9.752,-1.618,5.434,0.0,pose_variation_2
person_06,right_light,1,frame_0104.jpg,frame_0104,17.203,-3.102,5.857,17.5,canonical_reference
person_06,right_light,2,frame_0110.jpg,frame_0110,24.784,-5.435,5.644,17.5,pose_variation_1
person_06,right_light,3,frame_0095.jpg,frame_0095,10.969,-1.658,5.281,17.5,pose_variation_2
person_06,right_mid,1,frame_0123.jpg,frame_0123,32.332,-7.108,5.522,32.5,canonical_reference
person_06,right_mid,2,frame_0111.jpg,frame_0111,25.169,-5.546,5.5,32.5,pose_variation_1
person_06,right_mid,3,frame_0130.jpg,frame_0130,38.883,-7.036,5.961,32.5,pose_variation_2
person_06,right_deep,1,frame_0136.jpg,frame_0136,44.863,-7.762,5.545,45.0,canonical_reference
person_06,right_deep,2,frame_0143.jpg,frame_0143,49.468,-7.703,7.004,45.0,pose_variation_1
person_06,right_deep,3,frame_0131.jpg,frame_0131,40.216,-7.805,5.304,45.0,pose_variation_2
person_06,right_profile,1,frame_0168.jpg,frame_0168,69.203,-10.419,4.423,70.0,canonical_reference
person_06,right_profile,2,frame_0146.jpg,frame_0146,51.864,-6.187,8.42,70.0,pose_variation_1
person_06,right_profile,3,frame_0156.jpg,frame_0156,62.569,-7.31,7.188,70.0,pose_variation_2
person_07,left_profile,1,frame_0079.jpg,frame_0079,-53.474,-7.891,5.462,-70.0,canonical_reference
person_07,left_profile,2,frame_0088.jpg,frame_0088,-59.661,-13.542,11.013,-70.0,pose_variation_1
person_07,left_profile,3,frame_0082.jpg,frame_0082,-55.793,-11.334,8.353,-70.0,pose_variation_2
person_07,left_deep,1,frame_0071.jpg,frame_0071,-48.356,-6.847,5.734,-45.0,canonical_reference
person_07,left_deep,2,frame_0064.jpg,frame_0064,-40.004,-9.766,8.5,-45.0,pose_variation_1
person_07,left_deep,3,frame_0068.jpg,frame_0068,-45.806,-8.988,7.93,-45.0,pose_variation_2
person_07,left_mid,1,frame_0059.jpg,frame_0059,-33.34,-7.607,7.751,-32.5,canonical_reference
person_07,left_mid,2,frame_0055.jpg,frame_0055,-27.233,-7.095,7.839,-32.5,pose_variation_1
person_07,left_mid,3,frame_0063.jpg,frame_0063,-38.6,-9.33,8.426,-32.5,pose_variation_2
person_07,left_light,1,frame_0050.jpg,frame_0050,-17.443,-5.059,6.927,-17.5,canonical_reference
person_07,left_light,2,frame_0054.jpg,frame_0054,-24.944,-6.926,7.811,-17.5,pose_variation_1
person_07,left_light,3,frame_0047.jpg,frame_0047,-10.856,-3.869,6.689,-17.5,pose_variation_2
person_07,frontal,1,frame_0040.jpg,frame_0040,0.275,-1.606,6.98,0.0,canonical_reference
person_07,frontal,2,frame_0046.jpg,frame_0046,-8.813,-3.653,6.74,0.0,pose_variation_1
person_07,frontal,3,frame_0034.jpg,frame_0034,9.378,-3.557,6.237,0.0,pose_variation_2
person_07,right_light,1,frame_0030.jpg,frame_0030,17.962,-4.669,5.804,17.5,canonical_reference
person_07,right_light,2,frame_0033.jpg,frame_0033,11.543,-4.403,6.054,17.5,pose_variation_1
person_07,right_light,3,frame_0027.jpg,frame_0027,23.705,-5.258,5.499,17.5,pose_variation_2
person_07,right_mid,1,frame_0021.jpg,frame_0021,32.875,-7.5,4.471,32.5,canonical_reference
person_07,right_mid,2,frame_0026.jpg,frame_0026,25.348,-5.876,5.249,32.5,pose_variation_1
person_07,right_mid,3,frame_0018.jpg,frame_0018,38.697,-8.986,3.379,32.5,pose_variation_2
person_07,right_deep,1,frame_0014.jpg,frame_0014,44.969,-10.269,2.543,45.0,canonical_reference
person_07,right_deep,2,frame_0010.jpg,frame_0010,49.137,-8.452,2.889,45.0,pose_variation_1
person_07,right_deep,3,frame_0017.jpg,frame_0017,40.983,-9.691,2.751,45.0,pose_variation_2
person_07,right_profile,1,frame_0001.jpg,frame_0001,62.415,-7.062,3.712,70.0,canonical_reference
person_07,right_profile,2,frame_0009.jpg,frame_0009,50.209,-7.502,3.605,70.0,pose_variation_1
person_07,right_profile,3,frame_0006.jpg,frame_0006,56.683,-4.535,6.964,70.0,pose_variation_2
