dataset_id,record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
person_01,frame_000248,frame_000248.jpg,248,-11.424888610839844,0.3782477974891662,1.0000722408294678,left_light,-17.5,person_01/frame_000248/ldm106_raw.csv,person_01/frame_000248/ldm106_aligned.csv,person_01/frame_000248/ldm134_raw.csv,person_01/frame_000248/ldm134_aligned.csv,person_01/frame_000248/metadata.json,person_01/frame_000248/record.npz
person_01,frame_000249,frame_000249.jpg,249,-9.563895225524902,0.5979169607162476,0.9869384765625,frontal,0.0,person_01/frame_000249/ldm106_raw.csv,person_01/frame_000249/ldm106_aligned.csv,person_01/frame_000249/ldm134_raw.csv,person_01/frame_000249/ldm134_aligned.csv,person_01/frame_000249/metadata.json,person_01/frame_000249/record.npz
person_01,frame_000250,frame_000250.jpg,250,-8.915351867675781,0.3105370998382568,0.7567299604415894,frontal,0.0,person_01/frame_000250/ldm106_raw.csv,person_01/frame_000250/ldm106_aligned.csv,person_01/frame_000250/ldm134_raw.csv,person_01/frame_000250/ldm134_aligned.csv,person_01/frame_000250/metadata.json,person_01/frame_000250/record.npz
person_01,frame_000251,frame_000251.jpg,251,-8.248885154724121,0.4545673727989197,0.6697729825973511,frontal,0.0,person_01/frame_000251/ldm106_raw.csv,person_01/frame_000251/ldm106_aligned.csv,person_01/frame_000251/ldm134_raw.csv,person_01/frame_000251/ldm134_aligned.csv,person_01/frame_000251/metadata.json,person_01/frame_000251/record.npz
person_01,frame_000252,frame_000252.jpg,252,-7.546043872833252,0.3938411772251129,0.5836341977119446,frontal,0.0,person_01/frame_000252/ldm106_raw.csv,person_01/frame_000252/ldm106_aligned.csv,person_01/frame_000252/ldm134_raw.csv,person_01/frame_000252/ldm134_aligned.csv,person_01/frame_000252/metadata.json,person_01/frame_000252/record.npz
person_01,frame_000253,frame_000253.jpg,253,-6.512248516082764,0.7330496907234192,0.459381490945816,frontal,0.0,person_01/frame_000253/ldm106_raw.csv,person_01/frame_000253/ldm106_aligned.csv,person_01/frame_000253/ldm134_raw.csv,person_01/frame_000253/ldm134_aligned.csv,person_01/frame_000253/metadata.json,person_01/frame_000253/record.npz
person_01,frame_000254,frame_000254.jpg,254,-6.177136421203613,0.6998111605644226,0.420457124710083,frontal,0.0,person_01/frame_000254/ldm106_raw.csv,person_01/frame_000254/ldm106_aligned.csv,person_01/frame_000254/ldm134_raw.csv,person_01/frame_000254/ldm134_aligned.csv,person_01/frame_000254/metadata.json,person_01/frame_000254/record.npz
person_01,frame_000255,frame_000255.jpg,255,-5.815446376800537,0.830259382724762,0.4740256071090698,frontal,0.0,person_01/frame_000255/ldm106_raw.csv,person_01/frame_000255/ldm106_aligned.csv,person_01/frame_000255/ldm134_raw.csv,person_01/frame_000255/ldm134_aligned.csv,person_01/frame_000255/metadata.json,person_01/frame_000255/record.npz
person_01,frame_000256,frame_000256.jpg,256,-5.457128524780273,0.6655480861663818,0.3854957520961761,frontal,0.0,person_01/frame_000256/ldm106_raw.csv,person_01/frame_000256/ldm106_aligned.csv,person_01/frame_000256/ldm134_raw.csv,person_01/frame_000256/ldm134_aligned.csv,person_01/frame_000256/metadata.json,person_01/frame_000256/record.npz
person_01,frame_000257,frame_000257.jpg,257,-4.963374137878418,0.6986376643180847,0.4047522246837616,frontal,0.0,person_01/frame_000257/ldm106_raw.csv,person_01/frame_000257/ldm106_aligned.csv,person_01/frame_000257/ldm134_raw.csv,person_01/frame_000257/ldm134_aligned.csv,person_01/frame_000257/metadata.json,person_01/frame_000257/record.npz
person_01,frame_000258,frame_000258.jpg,258,-4.744750022888184,0.9249305129051208,0.3502105176448822,frontal,0.0,person_01/frame_000258/ldm106_raw.csv,person_01/frame_000258/ldm106_aligned.csv,person_01/frame_000258/ldm134_raw.csv,person_01/frame_000258/ldm134_aligned.csv,person_01/frame_000258/metadata.json,person_01/frame_000258/record.npz
person_01,frame_000259,frame_000259.jpg,259,-4.50441837310791,0.9248000979423524,0.4009080827236175,frontal,0.0,person_01/frame_000259/ldm106_raw.csv,person_01/frame_000259/ldm106_aligned.csv,person_01/frame_000259/ldm134_raw.csv,person_01/frame_000259/ldm134_aligned.csv,person_01/frame_000259/metadata.json,person_01/frame_000259/record.npz
person_01,frame_000260,frame_000260.jpg,260,-4.022231101989746,0.6316092014312744,0.6148692965507507,frontal,0.0,person_01/frame_000260/ldm106_raw.csv,person_01/frame_000260/ldm106_aligned.csv,person_01/frame_000260/ldm134_raw.csv,person_01/frame_000260/ldm134_aligned.csv,person_01/frame_000260/metadata.json,person_01/frame_000260/record.npz
person_01,frame_000261,frame_000261.jpg,261,-3.176377534866333,0.7436686158180237,0.7112783789634705,frontal,0.0,person_01/frame_000261/ldm106_raw.csv,person_01/frame_000261/ldm106_aligned.csv,person_01/frame_000261/ldm134_raw.csv,person_01/frame_000261/ldm134_aligned.csv,person_01/frame_000261/metadata.json,person_01/frame_000261/record.npz
person_01,frame_000262,frame_000262.jpg,262,-2.7839064598083496,0.6906657218933105,0.8103739619255066,frontal,0.0,person_01/frame_000262/ldm106_raw.csv,person_01/frame_000262/ldm106_aligned.csv,person_01/frame_000262/ldm134_raw.csv,person_01/frame_000262/ldm134_aligned.csv,person_01/frame_000262/metadata.json,person_01/frame_000262/record.npz
person_01,frame_000263,frame_000263.jpg,263,-2.416273593902588,0.8519780039787292,0.8447551727294922,frontal,0.0,person_01/frame_000263/ldm106_raw.csv,person_01/frame_000263/ldm106_aligned.csv,person_01/frame_000263/ldm134_raw.csv,person_01/frame_000263/ldm134_aligned.csv,person_01/frame_000263/metadata.json,person_01/frame_000263/record.npz
person_01,frame_000264,frame_000264.jpg,264,-2.373030662536621,0.8201636672019958,0.8236343264579773,frontal,0.0,person_01/frame_000264/ldm106_raw.csv,person_01/frame_000264/ldm106_aligned.csv,person_01/frame_000264/ldm134_raw.csv,person_01/frame_000264/ldm134_aligned.csv,person_01/frame_000264/metadata.json,person_01/frame_000264/record.npz
person_01,frame_000266,frame_000266.jpg,266,-1.9422950744628904,0.9228750467300416,0.7711752653121948,frontal,0.0,person_01/frame_000266/ldm106_raw.csv,person_01/frame_000266/ldm106_aligned.csv,person_01/frame_000266/ldm134_raw.csv,person_01/frame_000266/ldm134_aligned.csv,person_01/frame_000266/metadata.json,person_01/frame_000266/record.npz
person_01,frame_000265,frame_000265.jpg,265,-1.901705741882324,0.8103726506233215,0.7394089102745056,frontal,0.0,person_01/frame_000265/ldm106_raw.csv,person_01/frame_000265/ldm106_aligned.csv,person_01/frame_000265/ldm134_raw.csv,person_01/frame_000265/ldm134_aligned.csv,person_01/frame_000265/metadata.json,person_01/frame_000265/record.npz
person_01,frame_000267,frame_000267.jpg,267,-1.810918927192688,1.1341795921325684,0.6985956430435181,frontal,0.0,person_01/frame_000267/ldm106_raw.csv,person_01/frame_000267/ldm106_aligned.csv,person_01/frame_000267/ldm134_raw.csv,person_01/frame_000267/ldm134_aligned.csv,person_01/frame_000267/metadata.json,person_01/frame_000267/record.npz
person_01,frame_000268,frame_000268.jpg,268,-1.6802533864974976,1.1038328409194946,0.6887390613555908,frontal,0.0,person_01/frame_000268/ldm106_raw.csv,person_01/frame_000268/ldm106_aligned.csv,person_01/frame_000268/ldm134_raw.csv,person_01/frame_000268/ldm134_aligned.csv,person_01/frame_000268/metadata.json,person_01/frame_000268/record.npz
person_01,frame_000269,frame_000269.jpg,269,-1.1072850227355957,1.2552251815795898,0.6340075731277466,frontal,0.0,person_01/frame_000269/ldm106_raw.csv,person_01/frame_000269/ldm106_aligned.csv,person_01/frame_000269/ldm134_raw.csv,person_01/frame_000269/ldm134_aligned.csv,person_01/frame_000269/metadata.json,person_01/frame_000269/record.npz
person_01,frame_000270,frame_000270.jpg,270,-1.0355833768844604,1.1676477193832395,0.7711849808692932,frontal,0.0,person_01/frame_000270/ldm106_raw.csv,person_01/frame_000270/ldm106_aligned.csv,person_01/frame_000270/ldm134_raw.csv,person_01/frame_000270/ldm134_aligned.csv,person_01/frame_000270/metadata.json,person_01/frame_000270/record.npz
person_01,frame_000279,frame_000279.jpg,279,-0.7731500267982483,1.593619704246521,1.1311525106430054,frontal,0.0,person_01/frame_000279/ldm106_raw.csv,person_01/frame_000279/ldm106_aligned.csv,person_01/frame_000279/ldm134_raw.csv,person_01/frame_000279/ldm134_aligned.csv,person_01/frame_000279/metadata.json,person_01/frame_000279/record.npz
person_01,frame_000284,frame_000284.jpg,284,-0.7285932898521423,1.3137856721878052,1.279363989830017,frontal,0.0,person_01/frame_000284/ldm106_raw.csv,person_01/frame_000284/ldm106_aligned.csv,person_01/frame_000284/ldm134_raw.csv,person_01/frame_000284/ldm134_aligned.csv,person_01/frame_000284/metadata.json,person_01/frame_000284/record.npz
person_01,frame_000280,frame_000280.jpg,280,-0.7064568996429443,1.5660990476608276,1.173555850982666,frontal,0.0,person_01/frame_000280/ldm106_raw.csv,person_01/frame_000280/ldm106_aligned.csv,person_01/frame_000280/ldm134_raw.csv,person_01/frame_000280/ldm134_aligned.csv,person_01/frame_000280/metadata.json,person_01/frame_000280/record.npz
person_01,frame_000278,frame_000278.jpg,278,-0.6936622262001038,1.454551339149475,1.1706517934799194,frontal,0.0,person_01/frame_000278/ldm106_raw.csv,person_01/frame_000278/ldm106_aligned.csv,person_01/frame_000278/ldm134_raw.csv,person_01/frame_000278/ldm134_aligned.csv,person_01/frame_000278/metadata.json,person_01/frame_000278/record.npz
person_01,frame_000281,frame_000281.jpg,281,-0.6800326108932495,1.4975972175598145,1.2014983892440796,frontal,0.0,person_01/frame_000281/ldm106_raw.csv,person_01/frame_000281/ldm106_aligned.csv,person_01/frame_000281/ldm134_raw.csv,person_01/frame_000281/ldm134_aligned.csv,person_01/frame_000281/metadata.json,person_01/frame_000281/record.npz
person_01,frame_000277,frame_000277.jpg,277,-0.662522554397583,1.472394943237305,1.1339648962020874,frontal,0.0,person_01/frame_000277/ldm106_raw.csv,person_01/frame_000277/ldm106_aligned.csv,person_01/frame_000277/ldm134_raw.csv,person_01/frame_000277/ldm134_aligned.csv,person_01/frame_000277/metadata.json,person_01/frame_000277/record.npz
person_01,frame_000282,frame_000282.jpg,282,-0.643329918384552,1.4068816900253296,1.1896215677261353,frontal,0.0,person_01/frame_000282/ldm106_raw.csv,person_01/frame_000282/ldm106_aligned.csv,person_01/frame_000282/ldm134_raw.csv,person_01/frame_000282/ldm134_aligned.csv,person_01/frame_000282/metadata.json,person_01/frame_000282/record.npz
person_01,frame_000285,frame_000285.jpg,285,-0.6169952750205994,1.4370059967041016,1.203271508216858,frontal,0.0,person_01/frame_000285/ldm106_raw.csv,person_01/frame_000285/ldm106_aligned.csv,person_01/frame_000285/ldm134_raw.csv,person_01/frame_000285/ldm134_aligned.csv,person_01/frame_000285/metadata.json,person_01/frame_000285/record.npz
person_01,frame_000286,frame_000286.jpg,286,-0.6142269372940063,1.3170397281646729,1.1832609176635742,frontal,0.0,person_01/frame_000286/ldm106_raw.csv,person_01/frame_000286/ldm106_aligned.csv,person_01/frame_000286/ldm134_raw.csv,person_01/frame_000286/ldm134_aligned.csv,person_01/frame_000286/metadata.json,person_01/frame_000286/record.npz
person_01,frame_000283,frame_000283.jpg,283,-0.606354296207428,1.4519816637039185,1.2111129760742188,frontal,0.0,person_01/frame_000283/ldm106_raw.csv,person_01/frame_000283/ldm106_aligned.csv,person_01/frame_000283/ldm134_raw.csv,person_01/frame_000283/ldm134_aligned.csv,person_01/frame_000283/metadata.json,person_01/frame_000283/record.npz
person_01,frame_000275,frame_000275.jpg,275,-0.5730844140052795,1.8448336124420168,0.9275500774383544,frontal,0.0,person_01/frame_000275/ldm106_raw.csv,person_01/frame_000275/ldm106_aligned.csv,person_01/frame_000275/ldm134_raw.csv,person_01/frame_000275/ldm134_aligned.csv,person_01/frame_000275/metadata.json,person_01/frame_000275/record.npz
